Word Context_Valence Context_Arousal Context_Concreteness
nam 5.434 4.155 3.05
name 5.671 3.735 3.571
nameable 5.685 3.8 2.774
named 5.643 4.035 3.217
namedrop 5.799 3.925 2.813
nameless 5.512 4.058 2.979
namelessly 5.415 4.351 2.688
namelessness 5.572 4.131 2.747
namely 5.577 4.034 2.878
nameplate 5.61 3.934 3.235
nameplates 5.58 3.926 3.096
names 5.744 3.944 3.106
namesake 5.745 4.099 3.118
namesakes 5.771 4.043 2.96
nametag 5.819 3.937 3.432
namibia 5.745 4.097 3.39
naming 5.588 3.965 2.934
nan 5.698 3.966 3.009
nana 5.855 4.065 3.21
nanas 4.826 3.58 3.425
nancy 5.654 4.123 3.271
nannies 5.77 4.077 3.096
nanny 5.784 4.024 3.207
nanometer 5.602 3.855 3.174
nanosecond 5.67 3.997 2.88
nanoseconds 5.604 3.925 2.926
nanostructure 5.7 4.025 3.062
nanotechnology 5.621 4.054 3.071
nantucket 5.882 4.03 3.537
naomi 5.043 4.526 2.906
nap 5.8 3.963 3.246
napalm 5.239 4.421 3.263
napalmed 5.314 4.279 3.396
napalming 5.063 4.445 3.181
nape 5.554 3.972 3.668
napery 5.912 3.794 3.695
napes 5.611 4.073 3.595
naphtha 5.367 3.893 3.371
napkin 5.707 3.87 3.507
napkins 5.814 3.632 3.864
naples 5.734 4.056 3.446
napoleon 5.378 4.224 3.017
napoleonic 5.169 4.3 2.889
napped 5.864 3.88 3.296
nappies 5.593 4.06 3.184
napping 5.801 3.989 3.199
nappy 5.594 4.092 3.213
naps 5.835 3.954 3.23
narc 5.355 4.09 3.166
narcism 5.399 4.092 2.797
narcissism 5.396 4.174 2.682
narcissist 5.36 4.243 2.685
narcissistic 5.199 4.272 2.698
narcissists 5.364 4.232 2.624
narcissus 5.777 4.071 3.066
narcolepsy 5.25 4.156 3.122
narcoleptic 5.616 4.107 3.123
narcosis 5.039 4.249 3.216
narcotic 5.091 4.245 3.049
narcotics 5.449 4.121 3.184
narcs 5.625 4.014 3.112
nard 5.719 3.964 3.255
nards 5.506 4.144 3.192
nark 5.14 4.042 3.137
narked 5.691 4.002 2.9
narking 5.378 4.142 2.94
narks 5.476 4.188 3.178
narky 5.546 4.024 2.834
narrate 5.732 4.041 2.917
narrated 5.801 3.949 3.279
narrates 5.762 4.066 3.169
narrating 5.678 4.059 3.103
narration 5.787 4.009 2.949
narrative 5.681 4.027 2.82
narratives 5.63 4.033 2.786
narrator 5.697 3.982 3.043
narrators 5.772 3.946 2.917
narrow 5.591 4 2.981
narrowed 5.584 3.942 3.021
narrower 5.578 3.886 2.979
narrowest 5.519 3.945 2.967
narrowing 5.51 4.007 2.973
narrowly 5.366 4.155 2.936
narrowness 5.544 4.094 2.768
narrows 5.542 3.997 3.067
narwhal 5.564 4.056 3.427
narwhals 5.399 4.153 3.367
nary 5.547 4.033 3.087
nasal 5.216 4.022 3.296
nasality 5.532 3.878 2.769
nasally 5.592 4.104 3.088
nasals 5.602 3.84 2.769
nascent 5.516 4.189 2.901
nashville 5.777 4.056 3.452
nasopharynx 5.151 3.871 3.259
nassau 5.658 3.976 3.484
nastier 5.35 4.146 2.85
nastiest 5.446 4.211 3.072
nastily 5.237 4.201 2.786
nastiness 5.328 4.15 2.724
nasturtium 5.93 3.673 3.667
nasturtiums 5.886 3.916 3.055
nasty 5.404 4.242 2.983
natal 5.885 4.022 3.045
natalie 5.695 4.195 3.235
natality 5.53 4.128 2.666
natatorium 6.077 3.968 3.598
nathan 5.696 4.102 3.165
nation 5.556 4.228 2.927
national 5.568 4.08 3.105
nationalism 5.402 4.195 2.704
nationalisms 5.454 4.13 2.752
nationalist 5.436 4.22 2.853
nationalistic 5.452 4.184 2.708
nationalistically 5.531 4.075 2.671
nationalists 5.379 4.198 2.849
nationalities 5.558 4.072 2.844
nationality 5.528 4.063 2.918
nationalization 5.407 4.087 2.895
nationalize 5.408 4.129 2.916
nationalized 5.483 4.029 2.937
nationalizing 5.411 4.179 2.961
nationally 5.598 4.012 3.068
nationals 5.507 4.145 2.987
nationhood 5.562 4.122 2.694
nations 5.512 4.136 2.892
nationwide 5.65 3.852 3.228
native 5.693 4.009 3.063
natively 5.752 3.932 2.911
natives 5.574 4.088 2.947
nativities 5.631 3.846 3.111
nativity 5.827 3.858 3.249
nato 4.84 4.673 3.19
natter 5.622 4.039 2.937
nattered 5.454 4.039 3.034
nattering 5.391 4.071 2.852
natty 5.58 4.112 3.21
natural 5.607 4.088 2.983
naturalism 5.628 4.099 2.461
naturalist 6.029 4.225 3.276
naturalistic 5.686 4.11 2.548
naturalistically 5.843 4.113 2.49
naturalists 5.938 4.19 3.083
naturalization 5.426 3.878 2.879
naturalize 5.66 4.024 2.835
naturalized 6.01 3.778 3.052
naturally 5.644 4.077 2.875
naturalness 5.834 4.042 2.678
naturals 5.722 3.86 2.765
nature 5.271 4.345 2.727
natured 6.092 4.143 2.728
natures 5.773 4.097 2.808
naturism 5.975 4.21 2.93
naturist 6.049 4.355 3.291
naturopathic 5.623 4 3.666
naught 5.455 4.143 2.873
naughtier 5.758 4.209 2.917
naughtiest 5.994 4.368 3.059
naughtily 5.88 4.224 3.157
naughtiness 5.747 4.188 2.831
naughts 5.974 4.207 3.024
naughty 5.901 4.629 3.353
nausea 4.781 4.266 3.14
nauseate 5.415 4.157 2.795
nauseated 5.429 4.133 2.944
nauseates 5.452 4.248 2.859
nauseating 5.246 4.175 2.892
nauseatingly 4.603 4.473 2.42
nauseous 5.451 4.096 2.982
nauseously 5.694 4.163 2.833
nautch 5.888 4.314 3.063
nautical 5.708 3.877 3.396
nautically 5.516 4.103 2.955
nautili 5.082 5.455 3.513
nautilus 5.733 3.969 3.294
naval 5.451 4.117 3.238
nave 5.629 3.875 3.195
navel 5.524 4.043 3.185
navels 5.503 4.07 3.001
naves 5.646 3.937 3.336
navies 5.5 4.139 2.991
navigability 5.698 3.904 3.114
navigable 5.777 3.862 3.154
navigate 5.745 3.925 3.026
navigated 5.681 3.972 3.089
navigates 5.656 3.943 3.152
navigating 5.702 4.005 2.992
navigation 5.738 3.961 3.188
navigational 5.666 3.959 3.054
navigator 5.746 3.999 3.289
navigators 5.831 4 3.06
navvies 5.56 3.946 3.098
navvy 5.632 4 3.367
navy 5.159 4.224 3.33
nay 5.62 4.081 2.797
nays 5.59 3.979 2.964
naysay 5.479 4.038 2.637
naysayer 5.544 4.029 2.749
naysayers 5.565 4.087 2.774
nazarene 5.648 3.939 3.073
nazi 4.74 4.589 3.143
naziism 5.252 4.16 2.607
nazis 5.427 4.363 3.018
nazism 5.225 4.231 2.674
neal 5.577 4.076 3.082
neanderthal 5.624 4.024 2.992
neap 5.85 4.161 3.234
neapolitan 5.923 3.97 3.274
neaps 5.932 3.99 3.166
near 5.515 4.057 3.23
nearby 5.552 4.019 3.405
neared 5.514 4.098 3.326
nearer 5.638 4.025 2.983
nearest 5.686 4.034 3.265
nearing 5.558 4.095 3.074
nearly 5.539 4.068 3.076
nearness 5.798 4.086 2.827
nears 5.353 4.207 3.231
nearside 5.495 3.902 3.35
nearsighted 5.666 3.915 3.007
nearsightedly 5.48 4.107 3.503
nearsightedness 5.65 3.951 2.889
neat 5.781 4.001 2.997
neaten 5.621 3.832 3.078
neater 5.725 3.87 2.883
neatest 5.864 3.906 3.136
neatly 5.54 4.025 3.203
neatness 5.725 3.985 2.923
neb 5.544 4.021 3.407
nebbish 5.588 4.2 2.914
nebbishes 5.342 4.039 2.745
nebraska 5.708 4.137 3.349
nebs 5.689 4.244 3.196
nebula 5.977 4.103 3.368
nebulae 5.966 4.071 3.023
nebular 5.64 3.93 3.059
nebulizer 5.47 3.981 3.266
nebulous 5.524 4.049 2.732
necessaries 5.675 4.199 2.985
necessarily 5.584 4.039 2.742
necessary 5.581 4.049 2.828
necessitate 5.504 4.04 2.761
necessitated 5.5 4.225 2.756
necessitates 5.256 4.201 2.835
necessitating 5.283 4.172 2.935
necessities 5.802 4.173 2.937
necessitous 5.724 4.343 2.959
necessity 5.572 4.123 2.747
neck 5.419 4.058 3.342
neckband 5.508 4.002 3.612
neckbands 5.961 3.698 3.5
neckcloth 5.687 3.901 3.629
necked 5.572 4.041 3.319
neckerchief 5.857 3.973 3.784
necking 5.577 4.11 3.262
necklace 6.077 4.14 3.806
necklaces 6.029 4.163 3.775
necklet 6.049 3.973 3.603
neckline 5.714 3.98 3.49
necklines 5.671 3.987 3.238
neckpiece 5.783 3.92 3.412
necks 5.455 4.095 3.14
necktie 5.682 4 3.472
neckties 5.684 3.961 3.407
neckwear 5.664 4.009 3.495
necrology 5.429 3.837 3.222
necromancer 5.469 4.273 3.049
necromancy 5.551 4.137 2.894
necromantic 5.49 4.318 2.868
necrophile 5.492 4.315 2.694
necrophilia 4.96 4.347 2.946
necropolis 5.532 4.022 3.256
necropsy 5.479 4.165 3.007
necrosis 4.821 4.179 3.454
necrotic 4.985 4.146 3.258
nectar 6.136 4.092 3.709
nectarine 6.091 3.825 3.83
nectarines 5.882 3.883 3.378
nectarous 5.572 4.301 3.095
nee 5.71 4.039 3.183
need 5.519 4.066 2.949
needed 5.64 4.022 3.007
needful 5.734 4.03 2.808
needfulness 5.714 4.22 2.694
needier 5.535 4.168 2.874
neediest 5.725 3.995 2.987
neediness 5.504 4.19 2.665
needing 5.443 4.07 2.941
needle 5.483 4.021 3.308
needlecraft 6.043 3.878 3.195
needled 5.509 4.081 3.105
needlelike 5.503 3.98 3.423
needlepoint 5.85 3.561 4.071
needles 5.407 4.042 3.265
needless 5.412 4.251 2.859
needlessly 5.167 4.328 2.855
needlessness 5.676 4.046 2.825
needlewoman 5.126 4.202 3.344
needlework 6.001 3.954 3.199
needling 5.844 4.083 2.736
needs 5.698 4.054 2.932
needy 5.671 4.169 2.87
nefarious 5.405 4.18 2.815
nefariously 5.529 4.062 2.892
negate 5.57 4.053 2.7
negated 5.541 4.098 2.752
negates 5.573 4.07 2.717
negating 5.576 4.102 2.705
negation 5.569 3.987 2.56
negative 5.556 4.092 2.784
negatively 5.578 4.105 2.762
negatives 5.675 4.042 2.86
negativism 5.473 4.131 2.687
negativity 5.504 4.141 2.715
neglect 5.2 4.241 2.886
neglected 5.638 4.15 2.906
neglecter 5.209 4.774 3.214
neglectful 5.484 4.198 2.869
neglectfully 5.281 4.128 2.665
neglectfulness 5.182 3.997 2.233
neglecting 5.444 4.103 2.899
neglector 5.643 3.897 2.765
neglects 5.492 4.022 2.879
negligee 5.985 4.156 3.535
negligees 5.89 4.245 3.344
negligence 3.741 4.564 3.02
negligent 4.503 4.613 2.343
negligently 5.143 4.211 2.892
negligibility 5.641 4.002 2.541
negligible 5.487 4.039 2.851
negligibly 5.435 3.917 2.927
negotiability 5.734 3.849 2.99
negotiable 5.732 4.096 3.035
negotiate 5.56 4.062 2.94
negotiated 5.578 4.033 2.913
negotiates 5.346 4.311 3.026
negotiating 5.587 4.051 2.925
negotiation 5.687 4.13 2.796
negotiations 5.482 3.989 2.822
negotiator 5.579 4.048 3.1
negotiators 5.531 4.017 2.962
negress 5.511 4.154 3.148
negro 5.544 4.186 3.117
negroes 5.442 4.178 2.929
negroid 5.49 4.035 3.037
negus 5.385 4.065 2.92
neigh 5.623 4.088 3.012
neighbor 5.735 4.21 3.106
neighborhood 5.642 4.098 3.195
neighborhoods 5.445 4.151 3.066
neighboring 5.462 4.117 3.095
neighborliness 5.881 3.629 3.432
neighborly 5.883 4.008 2.816
neighbors 5.623 4.251 3.014
neighbour 5.755 4.197 2.993
neighbours 5.599 4.153 2.946
neighed 6.015 4.018 3.522
neighing 5.393 4.255 3.485
neighs 5.808 4.209 3.332
nein 5.607 4.024 3.017
neither 5.621 4.096 2.842
nellie 5.789 4.124 3.037
nelly 5.548 4.046 3.109
nelson 5.655 4.126 3.165
nemeses 5.443 4.164 2.92
nemesis 5.47 4.191 3.023
neoclassic 5.542 4.025 2.878
neoclassical 5.541 4.014 2.684
neoclassicism 5.754 4.073 2.638
neocolonialism 5.377 4.18 2.875
neoconservative 5.351 4.129 2.945
neocortex 5.769 3.889 2.962
neodymium 5.652 3.861 3.301
neoliberal 5.363 4.122 2.77
neolithic 5.625 3.912 2.975
neomycin 5.146 3.998 3.431
neon 5.752 4.102 3.718
neonatal 5.418 4.045 3.138
neonate 5.277 4.17 2.973
neonates 5.404 4.129 2.967
neophyte 5.624 4.056 2.857
neophytes 5.681 4.082 2.788
neoplastic 4.86 4.251 3.054
neoprene 5.556 3.792 4.07
nepal 5.485 4.138 3.092
nepalese 5.489 4.066 3.006
nepenthe 5.793 4.017 2.991
nephew 5.7 4.145 3.202
nephews 5.988 4.054 3.152
nephritis 4.71 4.222 3.108
nephrology 5.53 3.988 3.233
nepotism 5.371 4.205 2.83
neptune 5.764 4.023 3.197
neptunium 5.205 4.158 3.219
nerd 5.64 4.284 3.181
nerds 5.491 4.397 3.155
nerdy 5.813 4.233 3.118
nero 5.44 4.175 3.069
nerve 4.974 4.284 3.16
nerved 5.565 4.167 3.013
nerveless 5.304 4.043 3.136
nerves 5.453 4.134 3.053
nerviness 5.456 4.122 2.712
nerving 5.665 4.013 2.861
nervous 5.418 4.133 2.935
nervously 5.584 4.059 3.102
nervousness 5.5 4.214 3.073
nervy 5.615 4.145 3.002
ness 5.575 4.071 2.932
nesses 5.676 3.848 2.94
nest 5.559 4.053 3.303
nested 5.61 3.814 2.844
nester 5.532 3.927 3.161
nesters 5.638 3.756 3.206
nesting 5.674 3.842 3.101
nestle 5.969 3.991 3.561
nestled 5.767 3.901 3.502
nestles 6.241 4.064 3.862
nestling 5.798 4 3.504
nestlings 5.644 4.026 3.185
nestor 5.607 4.1 3.155
nests 5.581 4.04 3.227
net 5.454 3.972 3.172
netball 5.994 4.231 3.43
netbook 5.803 3.976 3.065
nether 5.452 4.135 3.073
netherlander 5.687 3.963 2.959
netherlands 5.649 4.051 3.104
nethermost 5.408 4.133 3.02
netherworld 5.451 4.211 3.07
netlike 5.456 3.6 3.478
nets 5.598 3.927 3.121
netscape 5.713 4.044 3.111
netsuke 5.743 4.003 3.54
nett 5.531 4.118 2.959
netted 5.489 4.193 3.193
netting 5.625 3.922 3.764
nettle 5.543 4.049 3.299
nettled 5.379 4.101 2.877
nettles 5.617 4.105 3.304
nettlesome 5.395 4.118 2.885
netts 5.78 3.94 3.376
network 5.67 3.993 3.189
networked 5.729 3.959 3.077
networker 5.82 3.997 3.025
networking 5.876 4.028 3.004
networks 5.671 3.97 3.386
neumann 5.685 3.98 2.914
neural 5.135 4.043 3.225
neuralgia 4.901 4.286 3.092
neurasthenia 4.952 4.246 2.792
neurasthenic 5.107 4.341 2.879
neuritis 5.029 4.127 3.168
neurobiological 5.474 4.057 2.695
neurobiologist 5.759 4.036 3.095
neurobiology 5.675 4.062 3.051
neurochemistry 5.538 4.077 2.812
neuroimaging 5.612 3.959 3.007
neurologic 4.867 4.192 2.935
neurological 5.145 4.186 2.932
neurologist 5.505 4.051 3.024
neurologists 5.441 4.057 2.926
neurology 5.499 3.992 3.192
neuromuscular 5.26 4.232 3.036
neuron 5.63 3.985 3.004
neuronal 5.474 4.008 2.891
neurons 5.632 4.002 2.97
neuropath 5.334 3.974 3.245
neuropathic 4.671 4.414 3.044
neuropathology 5.302 4.017 3.02
neuropathy 5.103 4.022 2.903
neurophysiological 5.669 3.954 2.642
neurophysiologist 5.81 3.924 3.095
neurophysiology 5.701 3.944 2.806
neuropsychiatric 5.051 4.182 2.884
neuropsychiatry 5.425 4.105 3.246
neuropsychological 5.346 4.042 2.87
neuropsychologist 5.492 3.984 2.952
neuropsychology 5.631 4.016 2.91
neuroscience 5.613 4 2.961
neurosciences 5.637 3.951 3.158
neuroscientific 5.73 4.019 2.676
neuroscientist 5.771 4.046 3.158
neuroses 5.265 4.229 2.742
neurosis 5.429 4.265 2.535
neurosurgeon 5.559 4.057 3.092
neurosurgeons 5.429 4.05 3.104
neurosurgery 5.384 4.068 3.278
neurosurgical 5.504 3.959 3.124
neurotic 5.657 4.327 2.663
neurotically 5.382 4.235 2.678
neuroticism 3.233 4.884 2.095
neurotics 5.373 4.244 2.792
neurotoxin 5.275 4.043 3.576
neurotransmitter 5.452 4.056 2.978
neurotransmitters 5.509 4.023 2.957
neurovascular 5.268 4.207 3.171
neuter 5.796 4.081 3.013
neutered 5.695 4.165 3.077
neutering 5.649 4.154 2.894
neuters 5.517 4.227 2.94
neutral 5.557 3.991 2.893
neutralism 5.425 4.088 2.748
neutralist 5.283 4.225 2.768
neutralists 5.233 4.435 2.761
neutrality 5.392 4.03 2.841
neutralization 5.239 4.185 2.876
neutralize 5.318 4.239 2.908
neutralized 5.325 4.234 2.891
neutralizer 5.419 4.046 3.342
neutralizes 5.214 4.318 3.225
neutralizing 5.349 4.244 2.931
neutrally 5.615 3.989 2.796
neutrals 5.49 3.99 2.902
neutrino 5.627 4.041 2.909
neutrinos 5.711 4.068 2.875
neutron 5.575 4.213 3.069
neutrons 5.563 4.031 2.965
nevada 5.614 4.147 3.363
never 5.576 4.114 2.873
nevermore 5.579 4.094 3.116
nevertheless 5.578 4.065 2.782
nevus 5.424 3.977 3.394
new 5.631 4.048 3.156
newark 5.718 4.027 3.435
newbie 5.713 3.998 2.864
newborn 5.75 4.208 3.27
newborns 5.485 4.169 3.045
newcastle 5.703 4.016 3.367
newcomer 5.702 4.064 2.968
newcomers 5.669 4.039 2.824
newel 5.455 3.885 3.448
newels 5.655 3.682 3.578
newer 5.656 3.939 2.941
newest 5.465 4.152 3.193
newfangled 5.66 4.01 2.98
newfound 5.808 4.243 2.812
newfoundland 5.784 4.045 3.348
newish 5.832 3.977 3.073
newly 5.649 4.102 3.057
newlywed 5.904 4.333 3.306
newlyweds 5.96 4.178 3.175
newman 5.694 4.099 3.194
newness 5.822 4.264 2.82
newport 5.677 4.211 3.703
news 5.559 4.025 3.083
newsagent 5.608 4.005 3.183
newsbeat 5.658 4.062 3.292
newsboy 5.878 3.867 3.566
newsboys 6.289 4.507 3.306
newsbreak 5.455 4.047 3.084
newscast 5.743 3.904 3.119
newscaster 5.47 4.265 3.105
newscasters 5.194 4.26 2.889
newscasts 5.701 3.916 3.07
newsflash 5.526 4.16 2.983
newsgathering 5.568 4.047 2.937
newsgroup 5.527 3.934 2.946
newshound 5.791 4.04 2.65
newshounds 5.353 4.103 3.256
newsletter 5.795 3.966 3.175
newsletters 5.85 3.945 3.13
newsmaker 5.68 4.11 3.139
newsman 5.688 4.067 3.195
newsmen 5.483 4.047 3.067
newsmonger 4.763 4.253 3.188
newspaper 5.482 4.071 3.167
newspaperman 5.744 4.012 3.103
newspapermen 5.584 3.969 2.989
newspapers 5.603 3.939 3.087
newspaperwoman 5.446 3.968 3.305
newsprint 5.565 3.884 3.211
newsreader 5.681 3.885 2.927
newsreaders 5.757 4.051 2.97
newsreel 5.624 4.102 3.21
newsreels 5.666 4.086 3.138
newsroom 5.541 4.016 3.145
newsrooms 5.498 4.045 2.926
newssheet 5.795 3.892 3.091
newsstand 5.732 3.98 3.223
newsstands 5.563 4.126 3.204
newsvendor 5.805 3.836 3.11
newswire 5.509 4.05 3.28
newswoman 5.798 4.187 3.158
newsworthiness 5.435 4.092 2.808
newsworthy 5.786 4.053 2.829
newsy 5.818 3.933 2.877
newt 5.502 4.11 3.206
newton 5.667 4.03 2.898
newtonian 5.635 3.983 2.728
newts 5.368 4.235 3.586
next 5.641 3.986 3.134
nextdoor 5.92 4.565 3.586
nexus 5.406 4.208 3.056
ni 5.686 3.985 3.041
niacin 5.219 4.074 3.283
niagara 5.48 4.096 3.641
nib 5.772 3.954 3.129
nibble 5.545 3.978 3.116
nibbled 5.575 4.094 2.775
nibbler 5.436 4.208 3.274
nibblers 5.777 4.354 3.45
nibbles 5.523 3.973 3.202
nibbling 5.511 4.001 3.233
niblick 5.522 4.042 3.255
nibs 5.717 3.924 3.212
nicaragua 5.327 4.211 3.05
nicaraguan 5.397 4.192 3.115
nice 5.84 4.021 3.003
nicely 5.719 3.969 2.978
niceness 5.662 4.072 2.704
nicer 5.833 3.949 2.928
nicest 5.949 3.962 3.019
niceties 5.508 4.057 2.758
nicety 5.534 4.023 2.726
niche 5.795 3.989 2.994
niches 5.731 4.018 2.895
nicholas 5.61 4.072 3.178
nick 5.659 4.042 3.164
nicked 5.506 4.065 3.128
nickel 5.556 3.976 3.41
nickelodeon 5.95 4.207 3.367
nickels 5.679 4.046 3.278
nicker 5.79 4.014 3.176
nickering 5.883 4.102 3.062
nicking 5.439 4.082 3.172
nicknack 5.834 3.96 3.139
nickname 5.736 4.051 3.065
nicknamed 5.57 4.144 3.382
nicknames 5.748 4.161 3.271
nicknaming 5.594 4.089 3.046
nicks 5.649 4.065 3.165
nicodemus 5.91 3.972 2.92
nicolas 5.579 4.172 3.257
nicotine 5.23 4.14 3.051
niece 5.809 4.184 3.208
nieces 6.06 4.124 3.142
nietzsche 5.613 4.141 2.698
niff 5.403 4.005 3.429
niftiness 5.599 4.033 2.989
nifty 5.862 4.038 3.159
niger 5.429 4.081 3.118
nigeria 5.419 4.115 3.209
nigerian 5.371 4.204 3.179
niggard 5.465 4.233 2.968
nigger 4.567 4.809 3.222
niggers 5.101 4.361 3.018
niggle 5.639 3.914 2.853
niggled 5.697 3.978 2.986
niggles 5.672 4.006 2.804
niggling 5.498 4.024 2.775
nigh 5.593 4.088 2.857
night 5.722 4.065 3.208
nightcap 5.804 3.993 3.364
nightcaps 5.821 3.964 3.364
nightclothes 5.687 4.057 3.482
nightclub 5.634 4.3 3.422
nightclubbing 5.878 4.311 3.164
nightclubs 5.731 4.263 3.248
nightdress 5.791 4.001 3.442
nighted 6.548 4.209 3.109
nightfall 5.62 4.074 3.168
nightgown 5.827 4.023 3.498
nightgowns 5.952 4.125 3.469
nighthawk 5.671 4.07 3.253
nighthawks 5.777 4.042 3.307
nightie 5.877 4.104 3.472
nighties 5.883 4.28 3.378
nightingale 5.878 4.035 3.28
nightingales 5.971 4.061 3.262
nightjar 5.677 3.81 3.117
nightjars 5.29 3.76 3.165
nightlife 6 4.221 3.181
nightlight 5.816 3.872 3.276
nightlights 5.844 3.844 3.189
nightline 5.592 4.089 3.175
nightlong 5.673 4.218 3.268
nightly 5.583 4.078 3.201
nightmare 5.424 4.281 2.954
nightmares 5.374 4.283 3.038
nightmarish 5.442 4.186 2.897
nightmarishly 5.287 4.135 2.904
nights 5.806 4.036 3.149
nightshade 5.467 4.163 3.243
nightshift 5.728 3.89 3.35
nightshirt 5.759 4.08 3.547
nightshirts 5.713 3.924 3.567
nightspot 5.692 4.209 3.341
nightspots 5.892 4.164 3.153
nightstand 5.783 3.899 3.523
nightstick 5.216 4.243 3.347
nightsticks 5.23 4.27 3.315
nighttime 5.631 4.05 3.198
nighttimes 5.794 3.922 3.191
nightwalker 5.58 4.039 3.306
nightwear 5.892 4.268 3.426
nightwork 5.483 3.989 3.099
nihilism 5.335 4.45 2.411
nihilist 5.484 3.979 2.695
nihilistic 5.415 4.268 2.625
nihilists 5.384 4.273 2.678
nihility 5.401 4.262 2.594
nil 5.61 3.943 2.993
nile 5.576 4.028 3.26
nimble 5.692 4.134 3.025
nimbleness 5.695 4.146 2.892
nimbler 5.642 4.123 2.927
nimbly 5.615 4.079 3.2
nimbostratus 6.252 3.903 3.557
nimbus 5.925 3.909 3.106
nimrod 5.652 4.122 3.072
nimrods 5.554 4.168 2.922
nina 5.797 4.128 3.175
nincompoop 5.328 4.49 2.762
nincompoops 5.517 4.17 2.788
nine 5.417 4.111 3.267
ninefold 5.662 4.057 3.064
ninepence 5.061 4.025 3.514
ninepin 5.289 3.913 3.191
ninepins 5.757 4.121 2.966
nines 5.666 3.91 3.089
nineteen 5.498 4.021 3.15
nineteens 5.551 3.803 2.943
nineteenth 5.521 3.921 2.882
nineties 5.42 4.15 2.947
ninetieth 5.754 4.142 3.107
ninety 5.606 3.971 3.137
ninja 5.682 4.244 3.224
ninjas 5.582 4.306 3.159
ninnies 5.493 4.176 2.841
ninny 5.483 4.139 2.925
nintendo 5.986 4.242 3.22
ninth 5.512 3.892 3.138
ninths 5.704 3.855 3.003
nip 5.582 4.167 3.248
nipped 5.513 4.131 3.224
nipper 5.644 4.065 3.344
nippers 5.446 3.943 3.302
nippiness 5.732 3.996 2.926
nipping 5.631 4.182 3.139
nipple 5.628 4.452 3.629
nipples 5.729 4.571 3.547
nippon 5.636 4.057 3.443
nippy 5.826 4.017 3.043
nips 5.629 4.223 3.334
nirvana 5.829 4.066 2.823
nit 5.555 3.923 2.91
niter 5.708 3.96 3.188
nitpick 5.577 3.995 2.747
nitpicker 5.695 4.003 2.682
nitpicking 5.527 4.006 2.716
nitrate 5.397 3.884 3.416
nitrates 5.438 3.984 3.229
nitrating 5.502 4.03 3.282
nitric 5.254 4.035 3.237
nitrite 5.281 3.985 3.348
nitro 5.581 4.115 3.303
nitrocellulose 5.5 3.885 3.196
nitrogen 5.475 3.957 3.246
nitroglycerin 5.163 4.185 3.539
nitroglycerine 5.356 4.174 3.241
nitrous 5.364 3.943 3.406
nits 5.645 3.904 2.891
nitwit 5.272 4.242 2.874
nitwits 5.484 4.138 2.808
nix 5.619 3.954 2.968
nixed 5.631 4.086 3.138
nixing 5.52 4.032 3.061
nixon 5.338 4.12 3.044
